String_1,String_2,Language
9kkkkkkkkkkkkkkkkkkkkkk999999999,99999999999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkk99999999,99999999999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkk9999999,99999999999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkk999999,99999999999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkk99999,99999999999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkk9999,99999999999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkk999,99999999999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkk99,99999999999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk9,99999999999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,99999999999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,k9999999999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kk999999999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkk99999999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkk9999999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkk999999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkk99999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkk9999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkk999999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkk99999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkk9999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkk999999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkk99999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkk9999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkk999999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkk99999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkk9999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkk999999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkk99999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkk9999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkk999999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkk99999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkk9999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkk999999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkk99999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkk9999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkk999999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkk99999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkk9999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkk999,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk99,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk9,9k*9*
9kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,9k*9*
q7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q77qqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q777qqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777qqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q77777qqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q777777qqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777qqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q77777777qqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q777777777qqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777qqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q77777777777qqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q777777777777qqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777qqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q77777777777777qqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q777777777777777qqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777qqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q77777777777777777qqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q777777777777777777qqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777qqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q77777777777777777777qqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q777777777777777777777qqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777qqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q77777777777777777777777qqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q777777777777777777777777qqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777qqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q77777777777777777777777777qqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q777777777777777777777777777qqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777qqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q77777777777777777777777777777qq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q777777777777777777777777777777q,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,77qqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,777qqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,7777qqqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,77777qqqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,777777qqqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,7777777qqqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,77777777qqqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,777777777qqqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,7777777777qqqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,77777777777qqqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,777777777777qqqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,7777777777777qqqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,77777777777777qqqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,777777777777777qqqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,7777777777777777qqqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,77777777777777777qqqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,777777777777777777qqqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,7777777777777777777qqqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,77777777777777777777qqqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,777777777777777777777qqqqqqqqqqq,q7*q*
q7777777777777777777777777777777,7777777777777777777777qqqqqqqqqq,q7*q*
q7777777777777777777777777777777,77777777777777777777777qqqqqqqqq,q7*q*
q7777777777777777777777777777777,777777777777777777777777qqqqqqqq,q7*q*
q7777777777777777777777777777777,7777777777777777777777777qqqqqqq,q7*q*
q7777777777777777777777777777777,77777777777777777777777777qqqqqq,q7*q*
q7777777777777777777777777777777,777777777777777777777777777qqqqq,q7*q*
q7777777777777777777777777777777,7777777777777777777777777777qqqq,q7*q*
q7777777777777777777777777777777,77777777777777777777777777777qqq,q7*q*
q7777777777777777777777777777777,777777777777777777777777777777qq,q7*q*
q7777777777777777777777777777777,7777777777777777777777777777777q,q7*q*
q7777777777777777777777777777777,77777777777777777777777777777777,q7*q*
wkffffffffffffffffffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkfffffffffffffffffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkffffffffffffffffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkfffffffffffffffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkffffffffffffffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkfffffffffffffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkffffffffffffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkfffffffffffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkffffffffffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkfffffffffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkffffffffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkfffffffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkffffffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkfffffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkffffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkfffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkffffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkfffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkffffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkfffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkffffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkfffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkffffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkfffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkffffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkfffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkffff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkfff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkff,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkf,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,ffffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kfffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkffffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkfffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkffffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkfffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkffffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkfffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkffffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkfffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkffffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkfffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkffffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkfffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkffffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkfffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkffffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkfffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkffffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkfffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkffffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkfffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkffffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkfffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkffffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkfffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkffffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkfffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkffff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkfff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkff,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkf,wk*f*
wkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,wk*f*
5byyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbyyyyyyyyyyyyyyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbyyyyyyyyyyyyyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbyyyyyyyyyyyyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbyyyyyyyyyyyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbyyyyyyyyyyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbyyyyyyyyyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbyyyyyyyyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbyyyyyyyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbyyyyyyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbyyyyyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbyyyyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbyyyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbyyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbby,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,byyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbyyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbyyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbyyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbyyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbyyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbyyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbyyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbyyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbyyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbyyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbyyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbyyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbyyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbyyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbyyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbyyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbyyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbyyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbyyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbyyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbyyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbyyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbyyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbyyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbyyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbyyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbyy,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbby,5b*y*
5bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,5b*y*
kxdddddddddddddddddddddddddddddd,dddddddddddddddddddddddddddddddd,kx*d*
kxxddddddddddddddddddddddddddddd,dddddddddddddddddddddddddddddddd,kx*d*
kxxxdddddddddddddddddddddddddddd,dddddddddddddddddddddddddddddddd,kx*d*
